order_id,order_date,city,device_type,traffic_source,payment_method,website_visitors,added_to_cart,started_checkout,payment_success,order_value
694,2026-01-11,Zarqa,Mobile,Paid Ads,Wallet,4,0,0,0,0.0
695,2026-01-06,Zarqa,Desktop,Organic,Wallet,4,1,1,1,10.87
696,2026-02-26,Aqaba,Desktop,Organic,Wallet,2,1,1,1,37.61
697,2026-03-24,Aqaba,Mobile,Organic,Cash,3,1,0,0,0.0
698,2026-01-08,Amman,Desktop,Organic,Card,3,0,0,0,0.0
699,2026-03-25,Irbid,Mobile,Organic,Card,5,1,1,0,0.0
700,2026-01-19,Irbid,Mobile,Paid Ads,Wallet,4,1,1,1,7.52
701,2026-01-07,Amman,Desktop,Email,Card,3,0,0,0,0.0
702,2026-03-17,Amman,Mobile,TikTok,Wallet,1,0,0,0,0.0
703,2026-03-20,Aqaba,Desktop,Organic,Wallet,2,1,1,1,50.97
704,2026-03-15,Amman,Mobile,Instagram,Card,5,1,1,0,0.0
705,2026-01-16,Aqaba,Mobile,Email,Card,3,1,1,1,35.44
706,2026-01-18,Aqaba,Mobile,Organic,Cash,1,0,0,0,0.0
707,2026-01-11,Zarqa,Desktop,TikTok,Wallet,1,1,0,0,0.0
708,2026-01-17,Irbid,Mobile,Email,Card,2,1,1,1,18.16
709,2026-03-05,Zarqa,Desktop,TikTok,Card,5,0,0,0,0.0
710,2026-03-13,Amman,Desktop,Email,Wallet,2,1,0,0,0.0
711,2026-01-29,Irbid,Desktop,Organic,Card,4,0,0,0,0.0
712,2026-01-15,Aqaba,Desktop,Paid Ads,Card,2,1,0,0,0.0
713,2026-03-27,Aqaba,Mobile,Organic,Wallet,1,1,1,1,18.83
714,2026-01-07,Irbid,Desktop,Email,Wallet,5,1,1,1,11.38
715,2026-02-11,Zarqa,Mobile,Organic,Card,4,1,1,1,47.84
716,2026-02-22,Aqaba,Mobile,Paid Ads,Wallet,2,1,1,1,31.64
717,2026-02-28,Zarqa,Mobile,Instagram,Card,2,1,1,1,39.76
718,2026-01-05,Irbid,Desktop,Paid Ads,Cash,5,1,1,1,30.22
719,2026-03-19,Irbid,Mobile,Organic,Cash,2,0,0,0,0.0
720,2026-03-08,Irbid,Desktop,TikTok,Cash,4,0,0,0,0.0
721,2026-01-02,Irbid,Mobile,TikTok,Card,4,1,1,1,36.87
722,2026-01-06,Amman,Desktop,TikTok,Card,4,1,1,1,26.69
723,2026-01-11,Aqaba,Mobile,Paid Ads,Cash,5,0,0,0,0.0
724,2026-02-07,Aqaba,Mobile,TikTok,Cash,2,1,1,1,21.77
725,2026-01-18,Amman,Mobile,TikTok,Wallet,4,1,1,1,43.71
726,2026-02-12,Irbid,Mobile,Email,Cash,5,1,1,1,57.04
727,2026-01-08,Zarqa,Mobile,Organic,Cash,5,0,0,0,0.0
728,2026-02-16,Amman,Mobile,Paid Ads,Cash,4,1,1,1,35.73
729,2026-01-31,Irbid,Mobile,Instagram,Cash,5,1,1,1,36.91
730,2026-02-04,Aqaba,Mobile,TikTok,Wallet,5,1,1,1,23.99
731,2026-03-10,Aqaba,Desktop,Organic,Card,5,0,0,0,0.0
732,2026-02-28,Zarqa,Mobile,Organic,Card,1,1,0,0,0.0
733,2026-02-05,Amman,Desktop,TikTok,Wallet,1,1,1,1,33.64
734,2026-03-11,Amman,Desktop,Paid Ads,Card,2,1,1,0,0.0
735,2026-01-03,Zarqa,Desktop,Email,Cash,2,0,0,0,0.0
736,2026-03-25,Aqaba,Desktop,Email,Card,3,1,1,1,35.17
737,2026-02-09,Irbid,Desktop,Instagram,Cash,2,0,0,0,0.0
738,2026-01-07,Zarqa,Mobile,Paid Ads,Wallet,2,1,1,1,55.83
739,2026-03-30,Irbid,Desktop,Instagram,Cash,2,1,1,0,0.0
740,2026-01-24,Zarqa,Desktop,Email,Card,2,1,1,1,23.91
741,2026-03-10,Irbid,Desktop,Instagram,Card,3,1,1,0,0.0
742,2026-01-01,Zarqa,Desktop,TikTok,Cash,5,0,0,0,0.0
743,2026-03-15,Aqaba,Desktop,Organic,Wallet,2,0,0,0,0.0
744,2026-03-03,Irbid,Desktop,Instagram,Card,1,1,1,1,27.09
745,2026-02-11,Zarqa,Mobile,Organic,Card,1,1,1,1,47.97
746,2026-03-10,Aqaba,Mobile,TikTok,Cash,4,1,0,0,0.0
747,2026-03-19,Aqaba,Desktop,TikTok,Cash,5,1,1,1,26.87
748,2026-01-02,Irbid,Desktop,TikTok,Cash,3,1,1,1,35.86
749,2026-02-06,Aqaba,Desktop,Paid Ads,Wallet,2,0,0,0,0.0
750,2026-03-18,Zarqa,Mobile,Email,Cash,1,1,1,0,0.0
751,2026-01-12,Aqaba,Mobile,Email,Cash,1,1,0,0,0.0
752,2026-03-14,Zarqa,Desktop,TikTok,Wallet,2,1,1,1,31.98
753,2026-03-01,Aqaba,Mobile,Instagram,Cash,2,1,1,1,57.58
754,2026-01-23,Irbid,Mobile,Organic,Cash,4,0,0,0,0.0
755,2026-03-05,Zarqa,Desktop,Organic,Cash,1,1,1,1,28.98
756,2026-03-07,Aqaba,Mobile,Instagram,Card,5,1,1,1,13.04
757,2026-01-07,Amman,Desktop,Instagram,Wallet,3,1,1,0,0.0
758,2026-03-23,Irbid,Desktop,Instagram,Wallet,1,1,1,1,10.2
759,2026-02-08,Irbid,Mobile,Paid Ads,Wallet,3,1,1,1,36.9
760,2026-02-06,Aqaba,Desktop,Paid Ads,Card,3,0,0,0,0.0
761,2026-01-28,Amman,Desktop,TikTok,Card,2,1,1,1,35.73
762,2026-01-15,Aqaba,Desktop,Instagram,Wallet,2,0,0,0,0.0
763,2026-02-16,Zarqa,Mobile,Instagram,Card,2,0,0,0,0.0
764,2026-01-16,Irbid,Mobile,Organic,Cash,2,1,1,1,21.91
765,2026-03-30,Amman,Mobile,Organic,Card,1,1,1,0,0.0
766,2026-03-26,Amman,Mobile,Instagram,Wallet,5,1,1,0,0.0
767,2026-01-02,Irbid,Mobile,Paid Ads,Wallet,1,0,0,0,0.0
768,2026-02-14,Zarqa,Desktop,Paid Ads,Wallet,1,1,1,1,57.18
769,2026-03-20,Amman,Mobile,Paid Ads,Cash,2,1,1,0,0.0
770,2026-01-22,Aqaba,Desktop,Email,Card,5,1,1,1,55.63
771,2026-02-26,Irbid,Desktop,Organic,Cash,1,1,1,1,16.79
772,2026-01-16,Amman,Mobile,Instagram,Cash,4,1,1,1,43.76
773,2026-01-15,Aqaba,Mobile,Email,Cash,4,1,1,1,58.69
774,2026-02-07,Zarqa,Mobile,Organic,Wallet,4,1,1,1,31.16
775,2026-03-04,Aqaba,Desktop,Email,Card,1,1,1,1,11.56
776,2026-01-22,Aqaba,Mobile,Paid Ads,Cash,1,1,1,1,51.42
777,2026-03-05,Zarqa,Desktop,Instagram,Cash,3,0,0,0,0.0
778,2026-03-27,Aqaba,Desktop,Paid Ads,Cash,5,0,0,0,0.0
779,2026-01-14,Amman,Mobile,Organic,Cash,1,1,1,1,12.4
780,2026-03-28,Aqaba,Desktop,Paid Ads,Cash,1,0,0,0,0.0
781,2026-03-21,Aqaba,Desktop,Paid Ads,Cash,5,1,1,0,0.0
782,2026-03-26,Amman,Mobile,TikTok,Card,4,1,1,1,52.28
783,2026-02-19,Zarqa,Mobile,TikTok,Cash,4,1,1,1,6.81
784,2026-01-18,Aqaba,Desktop,Email,Card,3,1,1,1,42.13
785,2026-03-06,Zarqa,Desktop,Instagram,Card,1,1,1,0,0.0
786,2026-01-04,Amman,Desktop,TikTok,Card,5,1,1,1,45.81
787,2026-02-24,Aqaba,Desktop,Organic,Wallet,3,0,0,0,0.0
788,2026-02-01,Zarqa,Mobile,Instagram,Card,2,1,1,1,42.84
789,2026-01-03,Aqaba,Desktop,Organic,Wallet,5,1,1,1,36.24
790,2026-03-02,Amman,Desktop,Organic,Wallet,5,1,1,1,22.73
791,2026-03-28,Zarqa,Mobile,Email,Cash,2,1,1,0,0.0
792,2026-02-16,Amman,Mobile,Instagram,Cash,4,1,1,0,0.0
793,2026-01-07,Aqaba,Mobile,Email,Wallet,3,0,0,0,0.0
794,2026-01-12,Aqaba,Desktop,Paid Ads,Cash,5,1,1,1,49.07
795,2026-01-10,Aqaba,Desktop,Instagram,Wallet,3,1,1,1,22.23
796,2026-03-07,Irbid,Desktop,Paid Ads,Wallet,4,1,1,0,0.0
797,2026-03-01,Aqaba,Mobile,Email,Card,3,0,0,0,0.0
798,2026-02-16,Aqaba,Desktop,Instagram,Card,4,1,1,1,21.52
799,2026-03-23,Zarqa,Desktop,Paid Ads,Cash,2,0,0,0,0.0
800,2026-03-29,Zarqa,Desktop,TikTok,Wallet,5,1,1,1,6.52
801,2026-02-25,Zarqa,Desktop,Email,Card,4,1,1,1,12.5
802,2026-03-24,Aqaba,Mobile,Organic,Card,1,0,0,0,0.0
803,2026-02-10,Zarqa,Mobile,TikTok,Wallet,5,1,1,0,0.0
804,2026-01-18,Zarqa,Desktop,Organic,Card,2,1,1,1,33.71
805,2026-03-18,Zarqa,Desktop,Email,Wallet,1,0,0,0,0.0
806,2026-02-19,Irbid,Mobile,Organic,Card,2,0,0,0,0.0
807,2026-01-28,Zarqa,Mobile,Instagram,Wallet,3,1,1,1,31.97
808,2026-02-24,Irbid,Desktop,TikTok,Wallet,4,1,0,0,0.0
809,2026-02-17,Amman,Mobile,Paid Ads,Cash,3,1,0,0,0.0
810,2026-03-12,Zarqa,Mobile,Email,Card,4,1,0,0,0.0
811,2026-02-26,Zarqa,Desktop,Organic,Card,4,1,0,0,0.0
812,2026-02-08,Irbid,Desktop,Instagram,Wallet,2,0,0,0,0.0
813,2026-02-22,Aqaba,Desktop,TikTok,Card,1,1,1,1,32.04
814,2026-01-21,Zarqa,Desktop,Organic,Card,3,1,1,1,49.74
815,2026-03-24,Zarqa,Desktop,Email,Card,2,1,1,1,27.04
816,2026-01-15,Irbid,Desktop,Instagram,Cash,2,1,1,1,40.7
817,2026-03-03,Zarqa,Mobile,Organic,Cash,2,1,1,0,0.0
818,2026-02-17,Amman,Mobile,Email,Wallet,2,1,1,1,36.37
819,2026-03-20,Aqaba,Mobile,Instagram,Wallet,2,0,0,0,0.0
820,2026-01-22,Zarqa,Mobile,Email,Card,1,1,1,1,9.9
821,2026-01-02,Aqaba,Desktop,Organic,Card,5,1,0,0,0.0
822,2026-01-27,Zarqa,Desktop,TikTok,Cash,2,0,0,0,0.0
823,2026-01-17,Irbid,Desktop,Paid Ads,Cash,4,0,0,0,0.0
824,2026-01-24,Amman,Desktop,Instagram,Card,4,0,0,0,0.0
825,2026-03-21,Zarqa,Desktop,Organic,Card,4,0,0,0,0.0
826,2026-03-02,Aqaba,Mobile,TikTok,Wallet,2,0,0,0,0.0
827,2026-02-24,Irbid,Desktop,Instagram,Wallet,5,1,1,1,23.31
828,2026-03-27,Aqaba,Desktop,TikTok,Wallet,5,1,1,1,32.75
829,2026-02-17,Amman,Mobile,Instagram,Card,2,0,0,0,0.0
830,2026-03-06,Aqaba,Mobile,Organic,Cash,4,0,0,0,0.0
831,2026-03-09,Zarqa,Desktop,TikTok,Cash,4,1,1,1,12.03
832,2026-02-03,Zarqa,Desktop,TikTok,Card,5,0,0,0,0.0
833,2026-02-10,Irbid,Desktop,Organic,Card,4,0,0,0,0.0
834,2026-01-20,Aqaba,Mobile,TikTok,Card,1,1,1,1,43.83
835,2026-02-26,Aqaba,Desktop,TikTok,Card,3,0,0,0,0.0
836,2026-01-19,Zarqa,Mobile,Email,Card,1,1,1,1,50.92
837,2026-03-09,Irbid,Desktop,Organic,Cash,5,1,0,0,0.0
838,2026-01-04,Amman,Desktop,Paid Ads,Card,3,1,1,1,37.47
839,2026-01-11,Aqaba,Desktop,Instagram,Wallet,4,0,0,0,0.0
840,2026-03-26,Irbid,Mobile,Organic,Wallet,1,1,1,1,29.92
841,2026-02-06,Amman,Desktop,Organic,Cash,3,0,0,0,0.0
842,2026-02-02,Irbid,Mobile,TikTok,Cash,2,1,1,1,6.13
843,2026-02-06,Zarqa,Mobile,Instagram,Wallet,2,1,1,1,49.35
844,2026-01-13,Aqaba,Mobile,TikTok,Cash,3,1,1,1,31.2
845,2026-03-20,Aqaba,Mobile,Paid Ads,Cash,2,1,1,1,23.8
846,2026-03-09,Zarqa,Mobile,Paid Ads,Wallet,5,1,1,1,49.08
847,2026-02-08,Amman,Mobile,Email,Cash,2,1,1,1,9.21
848,2026-02-22,Amman,Mobile,Organic,Wallet,1,1,1,1,24.55
849,2026-03-26,Zarqa,Desktop,Email,Wallet,4,1,1,1,9.58
850,2026-02-28,Irbid,Mobile,Paid Ads,Card,4,1,1,0,0.0
851,2026-03-19,Amman,Desktop,Email,Card,3,0,0,0,0.0
852,2026-01-01,Aqaba,Desktop,Email,Wallet,4,1,1,1,43.05
853,2026-02-16,Amman,Mobile,Paid Ads,Card,4,0,0,0,0.0
854,2026-01-25,Irbid,Mobile,Paid Ads,Cash,1,0,0,0,0.0
855,2026-03-25,Irbid,Mobile,Instagram,Cash,2,1,1,1,48.45
856,2026-01-19,Aqaba,Desktop,TikTok,Card,4,1,1,1,45.63
857,2026-02-27,Zarqa,Mobile,Organic,Wallet,5,1,1,1,26.55
858,2026-02-25,Zarqa,Mobile,TikTok,Cash,4,0,0,0,0.0
859,2026-03-04,Aqaba,Mobile,Organic,Wallet,5,1,1,1,49.92
860,2026-01-03,Aqaba,Mobile,TikTok,Wallet,4,1,1,1,40.66
861,2026-03-24,Aqaba,Desktop,TikTok,Card,3,1,1,1,44.94
862,2026-03-06,Aqaba,Mobile,Instagram,Wallet,2,1,1,0,0.0
863,2026-02-19,Zarqa,Desktop,Paid Ads,Wallet,4,0,0,0,0.0
864,2026-01-27,Irbid,Desktop,Organic,Cash,3,1,1,1,14.53
865,2026-03-05,Zarqa,Desktop,Instagram,Wallet,3,1,1,0,0.0
866,2026-01-21,Amman,Mobile,Instagram,Cash,2,0,0,0,0.0
867,2026-01-15,Zarqa,Mobile,Email,Cash,5,1,1,1,59.65
868,2026-01-20,Aqaba,Mobile,Organic,Wallet,5,1,1,1,57.04
869,2026-03-20,Amman,Mobile,Paid Ads,Wallet,1,0,0,0,0.0
870,2026-01-16,Irbid,Desktop,TikTok,Wallet,2,0,0,0,0.0
871,2026-03-05,Amman,Mobile,TikTok,Cash,1,1,1,0,0.0
872,2026-01-01,Aqaba,Desktop,Instagram,Wallet,2,0,0,0,0.0
873,2026-01-22,Irbid,Mobile,Email,Cash,1,1,1,1,39.62
874,2026-01-30,Aqaba,Desktop,TikTok,Wallet,2,0,0,0,0.0
875,2026-03-29,Aqaba,Mobile,Organic,Wallet,3,0,0,0,0.0
876,2026-03-08,Irbid,Desktop,Organic,Cash,1,1,1,0,0.0
877,2026-01-05,Amman,Desktop,TikTok,Cash,2,0,0,0,0.0
878,2026-03-29,Zarqa,Desktop,Organic,Cash,5,0,0,0,0.0
879,2026-03-09,Aqaba,Desktop,Paid Ads,Wallet,5,0,0,0,0.0
880,2026-03-21,Aqaba,Mobile,Instagram,Card,5,1,1,0,0.0
881,2026-01-05,Zarqa,Mobile,Organic,Wallet,5,1,1,1,11.93
882,2026-03-12,Zarqa,Mobile,Instagram,Wallet,3,1,1,1,6.53
883,2026-02-24,Zarqa,Mobile,Organic,Wallet,5,1,1,1,39.48
884,2026-01-16,Irbid,Desktop,Instagram,Cash,4,1,1,1,59.06
885,2026-03-27,Zarqa,Mobile,Instagram,Cash,5,1,1,1,18.62
886,2026-01-13,Irbid,Desktop,Paid Ads,Cash,2,1,1,1,8.42
887,2026-01-10,Zarqa,Desktop,TikTok,Cash,3,1,1,1,47.84
888,2026-03-30,Aqaba,Desktop,Paid Ads,Wallet,4,1,1,1,32.82
889,2026-03-07,Zarqa,Mobile,Email,Cash,5,1,1,1,46.06
890,2026-01-15,Zarqa,Desktop,Instagram,Cash,1,1,1,1,11.48
891,2026-03-04,Irbid,Desktop,Organic,Cash,1,0,0,0,0.0
892,2026-02-06,Amman,Mobile,TikTok,Cash,2,1,1,1,35.11
893,2026-03-15,Aqaba,Desktop,Email,Card,3,1,0,0,0.0
894,2026-01-18,Zarqa,Mobile,Email,Wallet,5,1,1,1,13.19
895,2026-03-21,Zarqa,Mobile,TikTok,Wallet,4,1,0,0,0.0
896,2026-02-05,Amman,Desktop,Email,Wallet,1,0,0,0,0.0
897,2026-01-16,Amman,Mobile,TikTok,Wallet,5,1,0,0,0.0
898,2026-01-03,Zarqa,Mobile,Paid Ads,Wallet,1,1,1,0,0.0
899,2026-03-16,Aqaba,Mobile,Instagram,Cash,4,1,1,1,37.39
900,2026-01-24,Amman,Mobile,Instagram,Card,4,1,1,1,10.01
901,2026-01-24,Irbid,Desktop,TikTok,Wallet,3,0,0,0,0.0
902,2026-01-22,Aqaba,Mobile,Instagram,Card,1,1,1,1,8.22
903,2026-02-22,Amman,Mobile,Paid Ads,Card,3,1,0,0,0.0
904,2026-03-18,Zarqa,Mobile,Instagram,Cash,5,1,1,1,57.21
905,2026-03-12,Amman,Desktop,Email,Wallet,4,1,1,1,55.26
906,2026-03-28,Zarqa,Desktop,TikTok,Card,1,1,1,0,0.0
907,2026-03-23,Zarqa,Mobile,Paid Ads,Wallet,5,1,0,0,0.0
908,2026-02-24,Zarqa,Mobile,Organic,Card,5,1,1,1,50.62
909,2026-03-03,Irbid,Desktop,Organic,Card,3,1,1,1,24.33
910,2026-03-10,Zarqa,Desktop,Paid Ads,Wallet,5,1,1,1,50.68
911,2026-03-06,Zarqa,Desktop,TikTok,Cash,3,0,0,0,0.0
912,2026-02-01,Irbid,Mobile,Email,Cash,3,1,1,1,5.87
913,2026-01-01,Aqaba,Mobile,Organic,Wallet,1,1,1,1,43.68
914,2026-01-04,Zarqa,Desktop,Paid Ads,Wallet,4,1,1,1,50.51
915,2026-01-02,Aqaba,Mobile,Paid Ads,Wallet,1,1,0,0,0.0
916,2026-01-03,Zarqa,Mobile,Paid Ads,Cash,3,1,1,1,49.9
917,2026-02-16,Irbid,Mobile,Paid Ads,Wallet,1,1,0,0,0.0
918,2026-02-20,Aqaba,Mobile,Email,Card,1,0,0,0,0.0
919,2026-03-26,Amman,Mobile,Instagram,Wallet,5,1,1,1,37.35
920,2026-01-30,Zarqa,Desktop,Organic,Cash,5,1,1,1,6.27
921,2026-03-24,Zarqa,Desktop,TikTok,Cash,1,0,0,0,0.0
922,2026-01-16,Irbid,Mobile,Instagram,Cash,5,1,1,1,53.61
923,2026-03-10,Amman,Mobile,TikTok,Card,4,1,1,1,53.41
924,2026-02-01,Aqaba,Desktop,Organic,Wallet,2,1,1,1,10.32
925,2026-03-22,Irbid,Mobile,TikTok,Card,3,0,0,0,0.0
926,2026-02-13,Irbid,Mobile,Email,Wallet,1,0,0,0,0.0
927,2026-02-26,Amman,Desktop,Instagram,Wallet,1,1,1,1,8.34
928,2026-01-09,Aqaba,Mobile,Organic,Wallet,2,1,1,1,38.59
929,2026-01-08,Aqaba,Mobile,Email,Wallet,5,1,1,1,38.95
930,2026-03-21,Amman,Desktop,Organic,Cash,1,1,1,1,39.11
931,2026-03-08,Irbid,Mobile,Email,Cash,3,1,1,1,44.23
932,2026-02-15,Amman,Mobile,Paid Ads,Cash,4,1,1,1,12.57
933,2026-03-16,Irbid,Mobile,TikTok,Cash,4,1,1,1,37.1
934,2026-03-19,Irbid,Mobile,Paid Ads,Wallet,3,1,0,0,0.0
935,2026-03-13,Amman,Desktop,Paid Ads,Wallet,1,1,1,1,54.97
936,2026-03-02,Zarqa,Desktop,Instagram,Card,4,1,1,1,57.97
937,2026-01-14,Amman,Desktop,Paid Ads,Card,4,0,0,0,0.0
938,2026-03-23,Zarqa,Desktop,Paid Ads,Cash,2,1,1,1,31.44
939,2026-01-24,Zarqa,Desktop,Paid Ads,Wallet,1,1,1,1,11.34
940,2026-03-16,Zarqa,Mobile,Instagram,Wallet,3,1,1,1,14.58
941,2026-02-01,Irbid,Desktop,Organic,Cash,2,1,1,1,10.57
942,2026-01-27,Aqaba,Mobile,Organic,Card,3,1,1,1,14.42
943,2026-01-17,Irbid,Mobile,Email,Wallet,2,1,1,1,37.98
944,2026-01-25,Zarqa,Mobile,Email,Wallet,5,1,1,1,39.62
945,2026-03-04,Amman,Mobile,Email,Cash,2,1,1,0,0.0
946,2026-03-24,Aqaba,Desktop,TikTok,Cash,5,1,1,1,44.19
947,2026-03-16,Irbid,Desktop,Paid Ads,Cash,4,1,1,1,16.4
948,2026-01-28,Zarqa,Mobile,Paid Ads,Card,3,1,1,1,51.33
949,2026-02-07,Zarqa,Desktop,TikTok,Cash,4,1,1,1,33.17
950,2026-02-25,Aqaba,Mobile,Instagram,Wallet,4,1,1,1,6.36
951,2026-01-10,Zarqa,Mobile,Instagram,Card,3,0,0,0,0.0
952,2026-01-13,Zarqa,Desktop,Instagram,Wallet,1,1,1,1,15.82
953,2026-03-29,Zarqa,Mobile,Instagram,Cash,3,1,1,1,52.02
954,2026-02-14,Amman,Desktop,Email,Card,4,0,0,0,0.0
955,2026-02-20,Aqaba,Desktop,Instagram,Card,2,1,1,1,33.37
956,2026-02-10,Aqaba,Mobile,TikTok,Cash,2,1,0,0,0.0
957,2026-03-13,Amman,Desktop,Instagram,Cash,1,1,1,1,56.88
958,2026-01-29,Zarqa,Desktop,Email,Card,4,1,1,1,42.98
959,2026-03-14,Irbid,Desktop,Email,Wallet,1,0,0,0,0.0
960,2026-03-19,Amman,Desktop,Paid Ads,Cash,5,1,1,1,57.18
961,2026-01-14,Amman,Mobile,Organic,Wallet,3,1,1,1,10.13
962,2026-03-19,Aqaba,Desktop,Paid Ads,Card,4,1,1,0,0.0
963,2026-02-07,Aqaba,Desktop,Paid Ads,Card,5,1,1,1,14.45
964,2026-01-17,Irbid,Mobile,Paid Ads,Cash,5,1,1,1,54.7
965,2026-02-25,Aqaba,Desktop,Paid Ads,Card,4,1,1,1,16.16
966,2026-01-19,Aqaba,Desktop,TikTok,Wallet,4,1,1,1,33.92
967,2026-01-06,Aqaba,Desktop,Instagram,Cash,1,1,0,0,0.0
968,2026-03-20,Aqaba,Mobile,Email,Card,2,1,1,1,28.76
969,2026-02-20,Zarqa,Mobile,Paid Ads,Cash,1,1,1,1,39.54
970,2026-02-22,Zarqa,Desktop,TikTok,Card,5,1,1,1,32.74
971,2026-02-02,Aqaba,Desktop,Instagram,Wallet,2,1,1,1,43.2
972,2026-02-21,Zarqa,Desktop,TikTok,Cash,2,1,1,1,55.44
973,2026-01-09,Irbid,Desktop,Instagram,Card,1,1,1,0,0.0
974,2026-01-22,Irbid,Mobile,Organic,Wallet,1,1,1,1,45.78
975,2026-02-04,Irbid,Desktop,Organic,Wallet,2,1,1,1,54.1
976,2026-03-08,Aqaba,Mobile,Paid Ads,Cash,1,1,1,1,5.26
977,2026-01-31,Zarqa,Mobile,Organic,Card,2,1,1,0,0.0
978,2026-01-13,Zarqa,Mobile,Email,Card,2,1,1,1,49.86
979,2026-03-11,Amman,Mobile,Paid Ads,Card,4,0,0,0,0.0
980,2026-02-15,Aqaba,Mobile,Organic,Wallet,3,1,1,1,26.41
981,2026-02-05,Aqaba,Mobile,Email,Wallet,5,1,1,1,21.58
982,2026-01-22,Zarqa,Desktop,Paid Ads,Cash,3,0,0,0,0.0
983,2026-01-23,Aqaba,Mobile,Instagram,Card,3,0,0,0,0.0
984,2026-03-19,Amman,Mobile,Organic,Wallet,5,1,1,0,0.0
985,2026-01-16,Irbid,Desktop,TikTok,Cash,3,1,1,1,9.37
986,2026-01-26,Aqaba,Desktop,Paid Ads,Cash,2,1,1,1,44.89
987,2026-02-10,Zarqa,Mobile,Paid Ads,Wallet,1,1,0,0,0.0
988,2026-02-12,Irbid,Mobile,Email,Cash,3,1,1,1,41.58
989,2026-03-08,Irbid,Mobile,Paid Ads,Card,3,1,1,1,32.04
990,2026-01-17,Amman,Desktop,TikTok,Cash,1,1,1,1,16.24
991,2026-01-22,Aqaba,Mobile,Instagram,Cash,2,1,1,1,20.69
992,2026-01-11,Aqaba,Mobile,TikTok,Card,3,1,1,1,32.79
993,2026-02-18,Zarqa,Mobile,Email,Wallet,4,0,0,0,0.0
994,2026-01-23,Aqaba,Mobile,Instagram,Card,3,1,1,1,35.92
995,2026-03-02,Zarqa,Desktop,TikTok,Cash,2,1,1,1,32.54
996,2026-02-20,Amman,Desktop,Organic,Card,3,1,1,0,0.0
997,2026-02-19,Zarqa,Desktop,Instagram,Wallet,5,1,1,0,0.0
998,2026-01-08,Irbid,Mobile,TikTok,Card,4,0,0,0,0.0
999,2026-02-16,Irbid,Desktop,Paid Ads,Wallet,1,1,1,1,30.05
1000,2026-03-16,Aqaba,Mobile,Email,Card,2,1,1,1,55.43
1001,2026-02-24,Zarqa,Desktop,Email,Wallet,2,0,0,0,0.0
1002,2026-03-26,Amman,Mobile,Email,Cash,4,1,1,0,0.0
1003,2026-01-19,Aqaba,Desktop,Organic,Card,3,1,0,0,0.0
1004,2026-03-04,Zarqa,Desktop,Paid Ads,Card,1,1,1,1,27.93
1005,2026-02-17,Aqaba,Mobile,Paid Ads,Card,2,1,1,1,57.17
1006,2026-01-08,Irbid,Desktop,TikTok,Cash,2,0,0,0,0.0
1007,2026-03-22,Amman,Desktop,Organic,Cash,5,1,1,1,9.71
1008,2026-01-04,Zarqa,Mobile,Email,Card,5,1,1,1,5.52
1009,2026-01-13,Zarqa,Desktop,TikTok,Cash,2,1,1,1,59.28
1010,2026-03-19,Irbid,Desktop,TikTok,Cash,4,1,1,1,22.34
1011,2026-03-20,Zarqa,Mobile,Organic,Cash,1,0,0,0,0.0
1012,2026-03-31,Irbid,Mobile,Email,Card,4,1,0,0,0.0
1013,2026-03-09,Irbid,Desktop,TikTok,Wallet,3,0,0,0,0.0
1014,2026-03-29,Zarqa,Mobile,Instagram,Card,4,1,1,1,40.09
1015,2026-02-11,Zarqa,Desktop,TikTok,Wallet,4,1,1,1,48.67
1016,2026-03-31,Amman,Mobile,TikTok,Card,1,1,1,1,12.87
1017,2026-02-08,Aqaba,Mobile,TikTok,Card,5,0,0,0,0.0
1018,2026-03-03,Amman,Mobile,TikTok,Wallet,5,1,1,0,0.0
1019,2026-01-04,Zarqa,Desktop,Instagram,Card,2,0,0,0,0.0
1020,2026-02-02,Amman,Mobile,Email,Wallet,4,0,0,0,0.0
1021,2026-03-04,Zarqa,Mobile,Email,Wallet,1,0,0,0,0.0
1022,2026-01-09,Aqaba,Mobile,Paid Ads,Cash,3,1,1,1,25.99
1023,2026-01-15,Amman,Desktop,Paid Ads,Cash,3,1,1,1,56.55
1024,2026-02-18,Aqaba,Desktop,Instagram,Cash,5,1,1,1,15.44
1025,2026-03-28,Aqaba,Desktop,Paid Ads,Cash,2,1,1,1,26.74
1026,2026-01-29,Amman,Desktop,Instagram,Wallet,4,1,1,1,46.09
1027,2026-03-30,Irbid,Desktop,Instagram,Wallet,1,1,1,1,39.71
1028,2026-02-18,Zarqa,Mobile,Paid Ads,Wallet,1,0,0,0,0.0
1029,2026-01-29,Irbid,Desktop,TikTok,Cash,1,0,0,0,0.0
1030,2026-03-26,Aqaba,Desktop,TikTok,Wallet,2,0,0,0,0.0
1031,2026-03-02,Aqaba,Mobile,Email,Wallet,3,0,0,0,0.0
1032,2026-02-06,Irbid,Desktop,Email,Card,3,1,1,1,26.66
1033,2026-02-08,Irbid,Mobile,Paid Ads,Wallet,4,1,1,1,31.53
1034,2026-01-26,Irbid,Desktop,TikTok,Wallet,1,1,1,1,48.2
1035,2026-01-22,Irbid,Mobile,Organic,Wallet,1,1,0,0,0.0
1036,2026-03-25,Aqaba,Mobile,Organic,Card,3,1,0,0,0.0
1037,2026-01-31,Aqaba,Mobile,TikTok,Wallet,4,1,1,0,0.0
1038,2026-02-18,Amman,Desktop,Email,Card,3,1,1,1,11.41
